id,is_canceled,hotel,lead_time,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
id608,No,Resort,87,December,49,3,2,5,2,1,1,HB,Online TA,TA/TO,0,0,0,G,G,3,No Deposit,0,Transient-Party,133,NA,3
id609,No,Resort,4,December,50,7,0,4,2,0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,65.83,NA,1
id610,No,Resort,1,December,51,11,2,0,2,0,0,BB,Complementary,Direct,0,0,0,A,A,0,No Deposit,0,Transient,0,NA,0
id611,No,Resort,0,December,51,12,1,0,1,0,NA,BB,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,39,NA,0
id612,No,Resort,0,December,51,14,0,1,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,34.4,NA,0
id613,No,Resort,79,December,51,11,2,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,52.4,NA,0
id615,No,Resort,0,December,51,14,0,1,2,0,0,BB,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,48,NA,1
id617,No,Resort,0,December,52,20,0,1,2,0,0,BB,Direct,Direct,0,0,0,A,G,0,No Deposit,0,Transient,90,NA,0
id618,No,Resort,17,December,50,8,4,10,2,0,0,Undefined,Offline TA/TO,TA/TO,0,0,0,A,C,2,No Deposit,0,Transient,66,0,0
id619,No,Resort,128,December,52,21,2,4,2,0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,77.1,NA,2
id620,No,Resort,73,December,52,23,2,2,2,0,0,HB,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient-Party,81.9,NA,1
id621,No,Resort,33,December,52,24,2,1,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,65,NA,1
id623,No,Resort,67,December,52,24,2,3,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,30.96,NA,0
id624,No,Resort,62,December,52,24,2,5,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,63.03,NA,1
id625,No,Resort,14,December,53,30,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,G,0,No Deposit,0,Transient,109.5,NA,0
id626,No,Resort,31,December,53,30,0,2,2,0,NA,HB,Groups,Direct,0,0,0,D,D,0,No Deposit,0,Transient-Party,325,NA,1
id627,No,Resort,71,December,53,30,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,E,1,No Deposit,0,Transient,120,NA,0
id628,No,Resort,71,December,53,29,1,3,2,1,0,BB,Direct,Direct,0,0,0,D,D,2,No Deposit,0,Transient,154.69,NA,1
id629,No,Resort,98,December,53,27,2,5,1,1,0,HB,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,0,Transient,78.19,0,0
id630,No,Resort,0,January,3,17,0,1,1,0,0,BB,Direct,Direct,1,0,1,D,D,1,No Deposit,0,Transient,45,1,0
id632,No,Resort,0,January,1,5,0,1,2,0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,44,NA,0
id633,No,Resort,43,January,1,5,0,1,2,0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,59.66,NA,1
id634,No,Resort,5,January,1,3,0,4,2,2,0,BB,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,50.4,NA,0
id635,No,Resort,4,January,2,13,0,1,1,0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,34.4,0,0
id636,No,Resort,4,January,2,13,0,1,2,0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,38.4,NA,0
id637,No,Resort,0,January,2,13,0,1,2,0,NA,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,48,0,1
id638,No,Resort,3,January,2,13,0,2,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,43,NA,1
id639,No,Resort,0,January,3,15,1,0,2,0,NA,BB,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,69,NA,0
id640,No,Resort,0,January,3,17,0,0,2,0,0,BB,Online TA,TA/TO,1,0,0,A,A,0,No Deposit,0,Transient,0,NA,1
id641,No,Resort,9,January,3,18,0,1,2,0,0,BB,Online TA,Direct,0,0,0,D,D,0,No Deposit,0,Transient,65,NA,0
id642,No,Resort,40,January,3,16,1,2,1,0,0,Undefined,Groups,Direct,0,0,0,A,A,1,No Deposit,0,Transient-Party,55,NA,0
id643,No,Resort,40,January,3,16,1,2,1,0,0,Undefined,Groups,Direct,0,0,0,A,E,1,No Deposit,0,Transient-Party,55,NA,0
id644,No,Resort,1,January,3,20,0,1,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,44.66,NA,1
id645,No,Resort,15,January,3,20,0,2,2,0,0,FB,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,88.4,NA,0
id646,No,Resort,8,January,4,24,0,1,1,0,NA,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,43,0,1
id648,No,Resort,1,February,8,21,0,2,1,0,0,BB,Corporate,Corporate,1,0,1,A,A,0,No Deposit,0,Transient-Party,35,NA,0
id650,No,Resort,15,January,4,28,0,1,2,0,0,BB,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,44,NA,1
id651,No,Resort,0,January,5,29,1,0,2,0,NA,BB,Direct,TA/TO,1,0,0,A,A,0,No Deposit,0,Transient-Party,45,NA,2
id652,No,Resort,9,January,4,27,0,2,2,0,0,BB,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,55,NA,0
id653,No,Resort,69,January,4,28,2,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,52,0,1
id654,No,Resort,0,February,5,2,0,1,2,0,0,BB,Corporate,Corporate,0,0,0,A,A,1,No Deposit,0,Transient,40,0,1
id655,No,Resort,0,February,5,4,0,1,1,0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,43,NA,0
id656,No,Resort,18,January,5,29,2,5,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,44.71,NA,1
id657,No,Resort,3,February,6,5,2,0,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,34,0,0
id658,No,Resort,8,February,6,11,0,1,3,1,0,HB,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,0,Transient,141,0,0
id660,No,Resort,10,February,7,13,1,2,1,0,NA,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,35,NA,0
id661,No,Resort,0,February,7,16,0,1,1,0,NA,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,87,NA,2
id662,No,Resort,1,February,7,17,0,2,2,0,0,BB,Online TA,Direct,0,0,0,D,D,0,No Deposit,0,Transient,68,NA,1
id663,No,Resort,10,February,7,15,0,3,2,0,0,HB,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,84.24,NA,0
id664,No,Resort,11,February,7,17,0,1,2,0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,60,NA,2
id665,No,Resort,88,March,10,11,2,5,2,0,0,BB,Groups,TA/TO,0,0,1,A,C,2,No Deposit,0,Transient-Party,34,NA,0
id666,No,Resort,1,March,11,18,0,1,1,0,0,BB,Direct,TA/TO,1,0,1,A,D,2,No Deposit,0,Group,35,0,0
id667,No,Resort,38,February,7,12,2,5,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,48,NA,2
id668,No,Resort,23,February,7,18,0,1,2,0,NA,BB,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,48,NA,1
id669,No,Resort,10,February,7,17,0,2,3,NA,1,HB,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,0,Transient,161,NA,2
id670,No,Resort,5,February,7,18,0,1,1,0,0,HB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,71,0,2
id671,No,Resort,2,February,7,17,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,60,NA,2
id672,No,Resort,0,February,7,18,0,1,2,0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,60,0,0
id673,No,Resort,73,February,7,17,1,2,2,0,0,BB,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,44.67,NA,0
id674,No,Resort,73,February,7,17,1,2,2,0,0,BB,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,40,NA,0
id675,No,Resort,16,February,8,19,2,1,3,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,54.75,NA,0
id676,No,Resort,0,February,8,22,0,1,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,68,NA,0
id678,No,Resort,115,February,7,16,2,5,2,2,0,HB,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,0,Transient,77.85,NA,0
id679,No,Resort,4,February,8,22,0,1,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,68,NA,0
id680,No,Resort,0,February,8,24,0,1,2,0,NA,BB,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,68,NA,0
id681,No,Resort,70,February,8,22,0,4,3,0,0,BB,Corporate,Corporate,0,0,0,A,A,1,No Deposit,0,Transient-Party,58,NA,0
id682,No,Resort,10,February,8,24,0,2,2,0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,60,NA,0
id683,No,Resort,18,February,8,25,1,1,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,62,NA,1
id684,No,Resort,2,February,9,26,1,0,2,0,0,BB,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,60,NA,1
id685,No,Resort,2,February,9,26,1,0,2,0,0,HB,Direct,Direct,0,0,0,A,A,3,No Deposit,0,Transient,99,NA,0
id686,No,Resort,22,February,8,25,2,1,2,0,0,HB,Direct,Direct,0,0,0,A,A,3,No Deposit,0,Transient,75.16,NA,1
id687,No,Resort,48,February,9,28,0,1,2,0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,49.74,0,1
id689,No,Resort,0,March,10,5,1,0,1,0,0,BB,Direct,Direct,1,0,0,D,D,1,No Deposit,0,Transient,70,NA,0
id691,No,Resort,5,February,9,28,1,5,2,0,0,BB,Groups,Corporate,0,0,0,A,A,1,No Deposit,0,Transient-Party,47.5,NA,0
id692,No,Resort,1,March,10,6,1,0,2,0,0,BB,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,60,NA,0
id693,No,Resort,6,March,10,8,0,1,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,34,NA,0
id694,No,Resort,1,March,10,10,0,1,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,37,NA,1
id695,No,Resort,1,March,10,10,0,1,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient-Party,34,0,1
id696,No,Resort,211,March,9,4,2,5,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,37.8,0,1
id697,No,Resort,117,March,10,6,1,4,2,0,NA,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,62,NA,1
id698,No,Resort,53,March,10,5,2,5,2,0,0,HB,Groups,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient-Party,28,0,0
id699,No,Resort,1,March,10,11,0,1,2,0,0,BB,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,90,NA,1
id700,No,Resort,8,March,10,10,2,3,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,80,NA,1
id701,No,Resort,2,March,11,16,0,1,1,0,0,BB,Corporate,Corporate,0,0,0,A,F,0,No Deposit,0,Transient,35,NA,1
id702,No,Resort,186,February,8,25,6,15,1,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,38.55,NA,1
id704,No,Resort,181,March,9,1,6,19,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient-Party,57.8,0,1
id705,No,Resort,181,March,9,1,6,19,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient-Party,55.8,NA,1
id706,No,Resort,0,March,13,26,2,1,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,75,NA,1
id708,No,Resort,27,March,13,26,2,2,2,0,0,BB,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,87,NA,0
id709,No,Resort,53,March,12,25,2,4,2,0,NA,HB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,118,NA,2
id711,No,Resort,9,March,13,30,0,2,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,63,NA,1
id712,No,Resort,22,March,13,31,0,2,2,0,NA,BB,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,70,NA,2
id715,No,Resort,27,March,13,28,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,50,NA,1
id716,No,Resort,74,March,13,30,2,5,2,2,0,BB,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,113.29,NA,1
id717,No,Resort,57,March,13,31,2,4,2,0,NA,BB,Direct,Direct,0,0,0,E,F,0,No Deposit,0,Transient,83.33,NA,0
id718,No,Resort,56,April,14,4,0,4,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,51,NA,1
id719,No,Resort,137,April,14,2,2,4,2,0,NA,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,49.7,NA,0
id721,No,Resort,152,April,14,5,1,4,2,1,0,BB,Groups,TA/TO,0,0,0,D,F,3,No Deposit,0,Transient-Party,60,0,1
id724,No,Resort,22,April,15,10,1,2,2,0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,120.67,NA,1
id725,No,Resort,53,April,14,7,2,5,2,1,0,HB,Direct,Direct,0,0,0,H,H,0,No Deposit,0,Transient,199.71,NA,0
id726,No,Resort,10,April,15,9,2,3,1,0,0,HB,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,102,NA,0
id727,No,Resort,49,April,14,8,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,0,Contract,70.4,NA,1
id728,No,Resort,5,April,15,14,0,2,2,NA,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,130,NA,1
id733,No,Resort,61,April,16,17,1,0,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,85,NA,1
id734,No,Resort,86,April,15,14,2,2,2,0,0,HB,Direct,Direct,0,0,0,F,F,1,No Deposit,0,Transient,133.25,NA,1
id735,No,Resort,23,April,16,20,0,2,2,NA,0,BB,Groups,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,99,NA,0
id736,No,Resort,63,April,16,20,1,3,1,0,0,BB,Corporate,Corporate,0,0,0,A,A,3,No Deposit,0,Transient-Party,90,NA,0
id737,No,Resort,61,April,16,18,2,5,1,0,0,BB,Corporate,Corporate,0,0,0,A,A,2,No Deposit,0,Transient-Party,90,1,0
id739,No,Resort,250,April,17,28,2,4,2,2,0,BB,Direct,Direct,0,0,0,G,G,3,No Deposit,0,Transient-Party,108,NA,1
id740,No,Resort,4,April,17,26,0,2,1,0,0,BB,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,45,NA,0
id741,No,Resort,276,April,16,22,2,5,2,0,0,Undefined,Groups,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient-Party,125.43,NA,0
id742,No,Resort,208,April,16,22,2,5,2,0,0,BB,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,73.28,NA,1
id743,No,Resort,0,April,17,29,0,1,2,0,0,HB,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,169.4,NA,2
id744,No,Resort,2,April,17,29,1,1,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,122,NA,2
id745,No,Resort,11,April,17,28,1,2,2,0,NA,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,121,NA,1
id746,No,Resort,112,April,17,29,2,1,1,0,0,BB,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,0,Transient,72.67,NA,2
id750,No,Resort,191,April,18,30,2,5,1,0,0,HB,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,54.71,NA,0
id751,No,Resort,248,May,18,3,1,4,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,54,NA,1
id753,No,Resort,14,May,19,7,2,1,2,0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,117,0,1
id754,No,Resort,143,May,19,8,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,42.28,0,0
id756,No,Resort,217,May,19,8,2,5,2,0,0,HB,Groups,TA/TO,0,0,0,A,A,2,No Deposit,61,Transient-Party,81.43,0,0
id757,No,Resort,313,May,19,9,2,5,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,51.97,NA,1
id758,No,Resort,0,May,20,15,1,0,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,85,NA,1
id760,No,Resort,121,May,20,16,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,85,NA,1
id761,No,Resort,13,May,20,17,0,4,2,0,0,BB,Direct,Direct,0,0,0,E,E,2,No Deposit,0,Transient,125.5,NA,1
id762,No,Resort,117,May,19,8,4,10,1,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,0,Contract,48.2,NA,0
id763,No,Resort,0,May,21,21,1,0,2,1,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,93,NA,0
id765,No,Resort,205,May,20,16,2,5,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,78.5,NA,2
id766,No,Resort,0,May,20,20,2,1,2,0,0,BB,Direct,Direct,0,0,0,H,H,0,No Deposit,0,Transient,165.33,NA,0
id768,No,Resort,168,May,20,15,3,6,2,0,NA,HB,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,84.45,0,0
id769,No,Resort,93,May,19,10,4,10,2,0,0,HB,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,0,Transient,88.2,0,0
id770,No,Resort,117,May,20,15,3,7,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,57.85,NA,0
id771,No,Resort,287,May,20,15,3,7,2,NA,0,BB,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,64.1,NA,0
id773,No,Resort,388,May,21,25,0,3,2,0,0,BB,Groups,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient-Party,72,NA,1
id774,No,Resort,388,May,21,25,0,3,2,0,0,BB,Groups,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient-Party,72,0,0
id775,No,Resort,203,May,21,25,1,3,2,0,0,BB,Groups,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient-Party,48,NA,0
id776,No,Resort,203,May,21,25,2,3,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient-Party,58.2,NA,0
id777,No,Resort,314,May,21,22,3,7,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,84.7,NA,0
id779,No,Resort,6,May,22,31,0,2,1,0,0,BB,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,75,NA,0
id780,No,Resort,119,June,22,3,2,4,2,2,0,BB,Direct,Direct,0,0,0,G,G,1,No Deposit,0,Transient-Party,175,NA,1
id781,No,Resort,48,June,22,2,0,2,2,0,0,HB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,169,NA,1
id782,No,Resort,60,June,22,1,0,3,2,0,NA,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,119.33,0,2
id783,No,Resort,86,June,22,2,1,2,2,0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,127,0,0
id784,No,Resort,13,June,23,6,0,1,1,NA,0,BB,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,90,NA,0
id787,No,Resort,18,June,23,9,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,63,NA,0
id788,No,Resort,330,June,23,8,2,5,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,84.7,NA,1
id790,No,Resort,27,June,24,14,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126,NA,1
id792,No,Resort,136,June,23,10,2,5,2,0,0,Undefined,Direct,Direct,0,0,0,F,F,3,No Deposit,0,Transient,199,0,2
id793,No,Resort,150,June,22,3,4,10,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,58.7,NA,1
id795,No,Resort,4,June,24,16,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,140,NA,1
id796,No,Resort,5,June,24,15,0,3,2,0,0,BB,Direct,Direct,0,0,0,C,C,0,No Deposit,0,Transient,166.25,NA,0
id797,No,Resort,131,June,25,18,2,2,2,0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,154,NA,1
id798,No,Resort,75,June,24,15,2,5,2,0,NA,BB,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,0,Transient,223.57,0,1
id799,No,Resort,13,June,25,19,1,3,2,0,0,BB,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,98,NA,0
id800,No,Resort,133,June,24,17,2,5,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,92.29,NA,0
id801,No,Resort,323,June,25,21,2,5,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,88.2,NA,2
id802,No,Resort,3,June,25,22,2,4,2,NA,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,133,NA,2
id803,No,Resort,337,June,25,22,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,72.2,0,0
id804,No,Resort,251,June,26,26,1,3,2,0,0,HB,Groups,TA/TO,0,0,0,D,F,0,No Deposit,0,Transient-Party,108,NA,0
id805,No,Resort,91,June,25,23,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,70.4,NA,0
id806,No,Resort,112,June,26,28,0,4,3,0,0,BB,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,166,NA,1
id807,No,Resort,274,June,25,24,2,6,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,81.76,NA,1
id808,No,Resort,128,June,26,26,2,5,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,84.8,NA,0
id809,No,Resort,128,June,26,30,1,2,2,1,0,HB,Online TA,TA/TO,0,0,0,C,C,1,No Deposit,0,Transient,233.33,NA,1
id811,No,Resort,169,June,26,30,2,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,81.4,NA,0
id812,No,Resort,27,July,27,3,1,0,1,0,0,BB,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,142,NA,0
id813,No,Resort,317,June,26,25,4,6,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,70.2,NA,0
id815,No,Resort,62,July,27,5,0,2,2,0,0,HB,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,216,NA,1
id816,No,Resort,166,July,27,3,1,3,2,1,0,HB,Direct,Direct,0,0,0,C,C,3,No Deposit,0,Transient,173.2,NA,3
id817,No,Resort,149,July,27,7,0,2,1,1,0,HB,Direct,Direct,0,0,0,C,C,4,No Deposit,0,Transient,178,NA,2
id818,No,Resort,177,June,26,30,3,7,2,0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,101.95,0,0
id819,No,Resort,310,July,27,6,1,3,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,93.38,NA,2
id820,No,Resort,171,July,27,3,2,5,2,1,1,BB,Direct,Direct,0,0,0,C,C,1,No Deposit,0,Transient,147.71,NA,2
id821,No,Resort,130,July,28,9,2,0,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient-Party,160,0,1
id822,No,Resort,4,July,28,10,1,0,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.54,0,0
id823,No,Resort,1,July,28,9,2,1,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,139,NA,1
id824,No,Resort,0,July,28,11,0,1,2,0,0,BB,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient-Party,135,0,1
id825,No,Resort,153,July,28,10,1,2,2,0,0,HB,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,0,Transient,154.76,NA,0
id826,No,Resort,152,July,28,11,0,3,2,0,0,BB,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,165,NA,0
id828,No,Resort,128,July,27,8,2,5,2,2,NA,HB,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,238,NA,2
id829,No,Resort,66,July,28,12,0,4,2,2,NA,BB,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,292.75,1,1
id830,No,Resort,1,July,28,13,0,3,2,0,1,HB,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,186.33,NA,2
id831,No,Resort,33,July,29,17,1,5,2,2,0,BB,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,292.5,NA,1
id832,No,Resort,1,July,29,20,0,1,2,0,0,BB,Direct,Direct,0,0,0,F,F,0,No Deposit,0,Transient,228,NA,1
id833,No,Resort,196,July,29,19,0,3,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,152.5,0,2
id834,No,Resort,154,July,29,18,2,5,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,132.85,NA,0
id839,No,Resort,124,July,31,30,2,2,2,0,0,BB,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,0,Transient,245,NA,3
id840,No,Resort,15,August,32,7,1,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,0,Transient,231.67,0,2
